company,holder of position,% of capital,communication date,position date
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.78,2019-03-01,2019-02-28
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.88,2019-02-25,2019-02-22
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.99,2019-02-15,2019-02-14
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.08,2019-01-29,2019-01-28
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.19,2019-01-17,2019-01-16
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.22,2018-12-24,2018-12-21
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.12,2018-12-20,2018-12-19
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.00,2018-12-17,2018-12-14
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.90,2018-12-11,2018-12-10
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.89,2018-11-28,2018-11-27
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.98,2018-11-22,2018-11-21
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.01,2018-11-07,2018-11-06
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.97,2018-11-05,2018-11-02
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.85,2018-11-01,2018-10-31
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.92,2018-10-30,2018-10-29
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.89,2018-10-29,2018-10-26
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.98,2018-10-10,2018-10-09
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.07,2018-09-17,2018-09-14
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.18,2018-09-10,2018-09-07
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.22,2018-09-07,2018-09-06
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.39,2018-08-31,2018-08-30
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.47,2018-08-28,2018-08-27
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.55,2018-08-23,2018-08-22
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.67,2018-08-21,2018-08-20
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.78,2018-08-10,2018-08-09
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.86,2018-08-07,2018-08-06
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.88,2018-07-26,2018-07-25
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.96,2018-07-24,2018-07-23
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.01,2018-07-23,2018-07-20
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.19,2018-07-19,2018-07-18
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.26,2018-07-18,2018-07-17
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.34,2018-07-17,2018-07-16
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.44,2018-07-16,2018-07-13
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.50,2018-07-10,2018-07-09
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.41,2018-07-05,2018-07-04
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.36,2018-07-04,2018-07-03
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.27,2018-07-02,2018-06-29
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.48,2018-06-29,2018-06-28
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.52,2018-06-26,2018-06-25
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.49,2018-06-25,2018-06-22
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.51,2018-06-20,2018-06-19
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.69,2018-06-19,2018-06-18
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.78,2018-06-15,2018-06-14
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.93,2018-06-14,2018-06-13
"CTT - Correios de Portugal, SA",Marshall Wace LLP,3.06,2018-06-13,2018-06-12
"CTT - Correios de Portugal, SA",Marshall Wace LLP,3.25,2018-06-12,2018-06-11
"CTT - Correios de Portugal, SA",Marshall Wace LLP,3.34,2018-06-11,2018-06-08
"CTT - Correios de Portugal, SA",Marshall Wace LLP,3.46,2018-05-31,2018-05-30
"CTT - Correios de Portugal, SA",Marshall Wace LLP,3.30,2018-05-25,2018-05-24
"CTT - Correios de Portugal, SA",Marshall Wace LLP,3.24,2018-05-24,2018-05-23
"CTT - Correios de Portugal, SA",Marshall Wace LLP,3.17,2018-05-23,2018-05-22
"CTT - Correios de Portugal, SA",Marshall Wace LLP,3.02,2018-05-17,2018-05-16
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.83,2018-05-16,2018-05-15
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.67,2018-05-15,2018-05-14
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.57,2018-05-14,2018-05-11
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.46,2018-04-24,2018-04-23
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.57,2018-04-19,2018-04-18
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.69,2018-04-12,2018-04-11
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.75,2018-04-10,2018-04-09
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.81,2018-04-06,2018-04-05
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.71,2018-03-29,2018-03-28
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.61,2018-03-26,2018-03-23
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.52,2018-03-22,2018-03-21
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.47,2018-03-21,2018-03-20
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.39,2018-03-20,2018-03-19
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.20,2018-03-14,2018-03-13
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.11,2018-03-13,2018-03-12
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.09,2018-03-12,2018-03-09
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.10,2018-03-07,2018-03-06
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.06,2018-03-02,2018-03-01
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.17,2018-02-23,2018-02-22
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.27,2018-02-22,2018-02-21
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.33,2018-02-21,2018-02-20
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.49,2018-02-14,2018-02-13
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.50,2018-02-12,2018-02-09
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.48,2018-02-08,2018-02-07
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.55,2018-02-07,2018-02-06
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.69,2018-02-05,2018-02-02
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.75,2018-02-02,2018-02-01
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.87,2018-01-30,2018-01-29
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.90,2018-01-23,2018-01-22
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.83,2018-01-17,2018-01-16
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.74,2018-01-16,2018-01-15
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.66,2018-01-15,2018-01-12
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.52,2018-01-10,2018-01-09
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.45,2018-01-05,2018-01-04
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.53,2018-01-03,2018-01-02
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.43,2017-12-28,2017-12-27
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.30,2017-12-27,2017-12-22
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.28,2017-12-22,2017-12-21
"CTT - Correios de Portugal, SA",Marshall Wace LLP,2.08,2017-12-21,2017-12-20
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.72,2017-12-15,2017-12-14
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.69,2017-12-04,2017-12-01
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.73,2017-11-28,2017-11-27
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.63,2017-11-22,2017-11-21
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.51,2017-11-17,2017-11-16
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.41,2017-11-15,2017-11-14
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.33,2017-11-14,2017-11-13
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.21,2017-11-10,2017-11-09
"CTT - Correios de Portugal, SA",Marshall Wace LLP,1.14,2017-11-02,2017-11-01
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.68,2017-10-31,2017-10-30
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.70,2017-10-17,2017-10-16
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.64,2017-10-13,2017-10-12
"CTT - Correios de Portugal, SA",Marshall Wace LLP,0.53,2017-10-06,2017-10-05
"CTT - Correios de Portugal, SA",RAM ACTIVE INVESTMENTS SA,0.50,2019-09-24,2019-09-23
"CTT - Correios de Portugal, SA",RAM ACTIVE INVESTMENTS SA,0.51,2019-09-16,2019-09-13
"CTT - Correios de Portugal, SA",RAM ACTIVE INVESTMENTS SA,0.61,2019-07-10,2019-07-09
"CTT - Correios de Portugal, SA",RAM ACTIVE INVESTMENTS SA,0.51,2019-07-01,2019-06-28
"CTT - Correios de Portugal, SA",TT International,0.53,2014-08-07,2014-08-06
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.58,2018-11-28,2018-11-27
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.67,2018-11-22,2018-11-21
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.74,2018-11-01,2018-10-31
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.88,2018-10-12,2018-10-11
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.90,2018-10-05,2018-10-04
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.89,2018-09-25,2018-09-24
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.99,2018-09-06,2018-09-05
"CTT - Correios de Portugal, SA","WorldQuant, LLC",1.00,2018-08-31,2018-08-30
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.90,2018-08-15,2018-08-14
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.87,2018-07-27,2018-07-26
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.90,2018-07-24,2018-07-23
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.80,2018-07-19,2018-07-18
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.78,2018-07-05,2018-07-04
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.80,2018-07-04,2018-07-03
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.77,2018-06-27,2018-06-26
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.87,2018-06-25,2018-06-22
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.91,2018-06-22,2018-06-21
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.89,2018-06-21,2018-06-20
"CTT - Correios de Portugal, SA","WorldQuant, LLC",0.98,2018-06-20,2018-06-19
"CTT - Correios de Portugal, SA","WorldQuant, LLC",1.09,2018-06-15,2018-06-14
